xp,xv,angle,w
-4.022756151527581703e-02,5.046782740752574214e-02,-2.464752347207832539e-03,-1.120684166760841293e-03
-3.972425894761114074e-02,5.019255585505640049e-02,-2.475794265247835760e-03,-1.087749711466806310e-03
-3.922371295128276175e-02,4.991651834441093727e-02,-2.486508345292194264e-03,-1.055116411583787708e-03
-3.872593103026222838e-02,4.963974594631439391e-02,-2.496897594191819971e-03,-1.022783324315622300e-03
-3.823092037935145460e-02,4.936226942416149788e-02,-2.506965009305348047e-03,-9.907494940410467577e-04
-3.773868788725021073e-02,4.908411923518013475e-02,-2.516713578372019398e-03,-9.590139525398937376e-04
-3.724924013961194297e-02,4.880532553160551318e-02,-2.526146279386813978e-03,-9.275757192176496647e-04
-3.676258342208776203e-02,4.852591816186488383e-02,-2.535266080477825354e-03,-8.964338013283769998e-04
-3.627872372335858714e-02,4.824592667177249328e-02,-2.544075939785853113e-03,-8.655871941960027217e-04
-3.579766673815523714e-02,4.796538030573466171e-02,-2.552578805346201411e-03,-8.350348814339720498e-04
-3.531941787026644797e-02,4.768430800796466529e-02,-2.560777614972664998e-03,-8.047758351632720679e-04
-3.484398223553469148e-02,4.740273842370733293e-02,-2.568675296143689297e-03,-7.748090162288247089e-04
-3.437136466483969172e-02,4.712069990047301760e-02,-2.576274765890683265e-03,-7.451333744142521346e-04
-3.390156970706956902e-02,4.683822048928083098e-02,-2.583578930688475075e-03,-7.157478486550161376e-04
-3.343460163207949420e-02,4.655532794591088486e-02,-2.590590686347888499e-03,-6.866513672499331917e-04
-3.297046443363778334e-02,4.627204973216536565e-02,-2.597312917910427846e-03,-6.578428480710673187e-04
-3.250916183235932899e-02,4.598841301713819940e-02,-2.603748499545051939e-03,-6.293211987720036997e-04
-3.205069727862630558e-02,4.570444467849314046e-02,-2.609900294447025423e-03,-6.010853169945049815e-04
-3.159507395549604469e-02,4.542017130375006206e-02,-2.615771154738826161e-03,-5.731340905735514716e-04
-3.114229478159600759e-02,4.513561919157927510e-02,-2.621363921373096127e-03,-5.454663977407696665e-04
-3.069236241400578186e-02,4.485081435310363240e-02,-2.626681424037618888e-03,-5.180811073262509567e-04
-3.024527925112600532e-02,4.456578251320828660e-02,-2.631726481062305906e-03,-4.909770789587618095e-04
-2.980104743553417188e-02,4.428054911185783094e-02,-2.636501899328177329e-03,-4.641531632643504162e-04
-2.935966885682721184e-02,4.399513930542073292e-02,-2.641010474178322534e-03,-4.376082020633514317e-04
-2.892114515445081205e-02,4.370957796800074846e-02,-2.645254989330820053e-03,-4.113410285657916228e-04
-2.848547772051536822e-02,4.342388969277523325e-02,-2.649238216793605577e-03,-3.853504675652002771e-04
-2.805266770259853132e-02,4.313809879334010167e-02,-2.652962916781268984e-03,-3.596353356308264844e-04
-2.762271600653427861e-02,4.285222930506127348e-02,-2.656431837633766498e-03,-3.341944412982673571e-04
-2.719562329918841920e-02,4.256630498643242111e-02,-2.659647715737029766e-03,-3.090265852585098467e-04
-2.677139001122050624e-02,4.228034932043883698e-02,-2.662613275445459716e-03,-2.841305605453901123e-04
-2.635001633983207608e-02,4.199438551592722668e-02,-2.665331229006284372e-03,-2.595051527214732611e-04
-2.593150225150116575e-02,4.170843650898126143e-02,-2.667804276485770225e-03,-2.351491400623582039e-04
-2.551584748470303587e-02,4.142252496430271630e-02,-2.670035105697266768e-03,-2.110612937394091703e-04
-2.510305155261706098e-02,4.113667327659801393e-02,-2.672026392131071192e-03,-1.872403780009190616e-04
-2.469311374581973501e-02,4.085090357196999311e-02,-2.673780798886097633e-03,-1.636851503517094920e-04
-2.428603313496372276e-02,4.056523770931472900e-02,-2.675300976603333606e-03,-1.403943617311683052e-04
-2.388180857344292252e-02,4.027969728172326597e-02,-2.676589563401068472e-03,-1.173667566897310978e-04
-2.348043870004348777e-02,3.999430361788802735e-02,-2.677649184811881772e-03,-9.460107356381020603e-05
-2.308192194158076999e-02,3.970907778351382561e-02,-2.678482453721369762e-03,-7.209604464917424591e-05
-2.268625651552210604e-02,3.942404058273321632e-02,-2.679091970308599292e-03,-4.985039637278345086e-05
-2.229344043259546063e-02,3.913921255952609174e-02,-2.679480321988273860e-03,-2.786284946308492419e-05
-2.190347149938383364e-02,3.885461399914333369e-02,-2.679650083354591893e-03,-6.132119118771282173e-06
-2.151634732090540805e-02,3.857026492953434527e-02,-2.679603816126787698e-03,1.534308482399187411e-05
-2.113206530317942797e-02,3.828618512277834340e-02,-2.679344069096335594e-03,3.656405772586576524e-05
-2.075062265577770973e-02,3.800239409651921113e-02,-2.678873378075804189e-03,5.753209998016132044e-05
-2.037201639436182071e-02,3.771891111540378455e-02,-2.678194265849343902e-03,7.824851685017947657e-05
-1.999624334320583910e-02,3.743575519252339417e-02,-2.677309242124793851e-03,9.871461830806532831e-05
-1.962330013770469117e-02,3.715294509085853569e-02,-2.676220803487393794e-03,1.189317188751711320e-04
-1.925318322686802100e-02,3.687049932472648978e-02,-2.674931433355082905e-03,1.389011374639226000e-04
-1.888588887579956827e-02,3.658843616123175907e-02,-2.673443601935374982e-03,1.586241972211849445e-04
-1.852141316816204725e-02,3.630677362171916278e-02,-2.671759766183788836e-03,1.781022253731231011e-04
-1.815975200862745068e-02,3.602552948322945703e-02,-2.669882369763826920e-03,1.973365530715505216e-04
-1.780090112531281313e-02,3.574472127995731441e-02,-2.667813843008479211e-03,2.163285152417625647e-04
-1.744485607220136805e-02,3.546436630471153789e-02,-2.665556602883244544e-03,2.350794504318489547e-04
-1.709161223154910189e-02,3.518448161037734251e-02,-2.663113052950648145e-03,2.535907006634800244e-04
-1.674116481627666020e-02,3.490508401138061462e-02,-2.660485583336247989e-03,2.718636112841616988e-04
-1.639350887234662657e-02,3.462619008515391283e-02,-2.657676570696107434e-03,2.898995308209538534e-04
-1.604863928112610499e-02,3.434781617360418982e-02,-2.654688378185725457e-03,3.076998108356471424e-04
-1.570655076173464032e-02,3.406997838458201977e-02,-2.651523355430407576e-03,3.252658057813916808e-04
-1.536723787337742134e-02,3.379269259335219988e-02,-2.648183838497063149e-03,3.425988728607739500e-04
-1.503069501766379074e-02,3.351597444406564930e-02,-2.644672149867413873e-03,3.597003718853352045e-04
-1.469691644091101340e-02,3.323983935123238365e-02,-2.640990598412601333e-03,3.765716651365254709e-04
-1.436589623643331516e-02,3.296430250119553734e-02,-2.637141479369177564e-03,3.932141172280893436e-04
-1.403762834681617985e-02,3.268937885360620466e-02,-2.633127074316463437e-03,4.096290949698759348e-04
-1.371210656617589604e-02,3.241508314289905102e-02,-2.628949651155262739e-03,4.258179672330686958e-04
-1.338932454240433258e-02,3.214142987976851412e-02,-2.624611464087917186e-03,4.417821048168281699e-04
-1.306927577939896550e-02,3.186843335264549770e-02,-2.620114753599687638e-03,4.575228803163432331e-04
-1.275195363927812513e-02,3.159610762917443305e-02,-2.615461746441446762e-03,4.730416679922843704e-04
-1.243735134458147200e-02,3.132446655769057647e-02,-2.610654655613672739e-03,4.883398436416521576e-04
-1.212546198045570678e-02,3.105352376869742470e-02,-2.605695680351724063e-03,5.034187844700166664e-04
-1.181627849682549691e-02,3.078329267634412336e-02,-2.600587006112388497e-03,5.182798689651409076e-04
-1.150979371054963556e-02,3.051378647990276444e-02,-2.595330804561686230e-03,5.329244767719827289e-04
-1.120600030756242239e-02,3.024501816524545125e-02,-2.589929233563917702e-03,5.473539885690679573e-04
-1.090489084500028717e-02,2.997700050632100960e-02,-2.584384437171940475e-03,5.615697859462307753e-04
-1.060645775331363512e-02,2.970974606663123047e-02,-2.578698545618661291e-03,5.755732512837131434e-04
-1.031069333836393681e-02,2.944326720070653686e-02,-2.572873675309731139e-03,5.893657676326185006e-04
-1.001758978350607461e-02,2.917757605558097406e-02,-2.566911928817428631e-03,6.029487185967126938e-04
-9.727139151655924895e-03,2.891268457226638805e-02,-2.560815394875719068e-03,6.163234882155662828e-04
-9.439333387343219403e-03,2.864860448722570188e-02,-2.554586148376474918e-03,6.294914608490319308e-04
-9.154164318749671847e-03,2.838534733384518241e-02,-2.548226250366844668e-03,6.424540210630502691e-04
-8.871623659732383663e-03,2.812292444390558990e-02,-2.541737748047758361e-03,6.552125535167787045e-04
-8.591703011832551445e-03,2.786134694905208903e-02,-2.535122674773553336e-03,6.677684428510351471e-04
-8.314393866269479544e-03,2.760062578226285881e-02,-2.528383050052710607e-03,6.801230735780528641e-04
-8.039687605919911689e-03,2.734077167931625238e-02,-2.521520879549685873e-03,6.922778299725365929e-04
-7.767575507282699007e-03,2.708179518025644050e-02,-2.514538155087825150e-03,7.042340959640165524e-04
-7.498048742428820891e-03,2.682370663085741763e-02,-2.507436854653348132e-03,7.159932550304923303e-04
-7.231098380936773484e-03,2.656651618408530091e-02,-2.500218942400391029e-03,7.275566900933600313e-04
-6.966715391813347452e-03,2.631023380155877653e-02,-2.492886368657091546e-03,7.389257834136165074e-04
-6.704890645399802854e-03,2.605486925500766215e-02,-2.485441069932707320e-03,7.501019164893342733e-04
-6.445614915263478406e-03,2.580043212772943628e-02,-2.477884968925752641e-03,7.610864699544000588e-04
-6.188878880074836879e-03,2.554693181604367203e-02,-2.470219974533140444e-03,7.718808234785103865e-04
-5.934673125469983913e-03,2.529437753074426781e-02,-2.462447981860320465e-03,7.824863556684173412e-04
-5.682988145898672412e-03,2.504277829854940560e-02,-2.454570872232395354e-03,7.929044439704194388e-04
-5.433814346457818516e-03,2.479214296354912209e-02,-2.446590513206209957e-03,8.031364645740877257e-04
-5.187142044710556926e-03,2.454248018865041667e-02,-2.438508758583392971e-03,8.131837923172232068e-04
-4.942961472490855525e-03,2.429379845701983009e-02,-2.430327448424344887e-03,8.230478005920383380e-04
-4.701262777693718774e-03,2.404610607352335519e-02,-2.422048409063159210e-03,8.327298612525539092e-04
-4.462036026051004189e-03,2.379941116616366564e-02,-2.413673453123460922e-03,8.422313445232069810e-04
-4.225271202892880509e-03,2.355372168751451376e-02,-2.405204379535154802e-03,8.515536189086614187e-04
-3.990958214894957910e-03,2.330904541615226588e-02,-2.396642973552069733e-03,8.606980511048152767e-04
-3.759086891811116733e-03,2.306538995808445763e-02,-2.387991006770485546e-03,8.696660059109969027e-04
-3.529646988192065068e-03,2.282276274817532369e-02,-2.379250237148532437e-03,8.784588461433443397e-04
-3.302628185089656870e-03,2.258117105156818780e-02,-2.370422409026452532e-03,8.870779325493596780e-04
-3.078020091747003112e-03,2.234062196510467821e-02,-2.361509253147707141e-03,8.955246237236330446e-04
-2.855812247274405052e-03,2.210112241874064715e-02,-2.352512486680923606e-03,9.038002760247273396e-04
-2.635994122311148199e-03,2.186267917695875265e-02,-2.343433813242665285e-03,9.119062434932191652e-04
-2.418555120673183869e-03,2.162529884017761611e-02,-2.334274922921016852e-03,9.198438777708865160e-04
-2.203484580986739098e-03,2.138898784615749296e-02,-2.325037492299972339e-03,9.276145280210383506e-04
-1.990771778307886142e-03,2.115375247140236989e-02,-2.315723184484611615e-03,9.352195408499776970e-04
-1.780405925728111016e-03,2.091959883255842256e-02,-2.306333649127060518e-03,9.426602602295918940e-04
-1.572376175965913610e-03,2.068653288780878535e-02,-2.296870522453216008e-03,9.499380274210631392e-04
-1.366671622944480146e-03,2.045456043826453241e-02,-2.287335427290230257e-03,9.570541808996919702e-04
-1.163281303355465264e-03,2.022368712935182847e-02,-2.277729973094741543e-03,9.640100562808263072e-04
-9.621941982089212645e-04,1.999391845219517655e-02,-2.268055755981838485e-03,9.708069862468905265e-04
-7.633992343694149347e-04,1.976525974499668617e-02,-2.258314358754749847e-03,9.774463004755052416e-04
-5.668852860783722995e-04,1.953771619441132396e-02,-2.248507350935248159e-03,9.839293255686932388e-04
-3.726411764626904330e-04,1.931129283691804949e-02,-2.238636288794754181e-03,9.902573849831627830e-04
-1.806556790296592397e-04,1.908599456018681903e-02,-2.228702715386134819e-03,9.964317989616614663e-04
9.082480851765840565e-06,1.886182610444135307e-02,-2.218708160576181483e-03,1.002453884465394308e-03
1.965846244832975930e-04,1.863879206381762951e-02,-2.208654141078758917e-03,1.008324955107498845e-03
3.818621183832139956e-04,1.841689688771805736e-02,-2.198542160488613662e-03,1.014046321087569077e-03
5.649263728457752957e-04,1.819614488216124079e-02,-2.188373709315833034e-03,1.019619289127223286e-03
7.457888405141160394e-04,1.797654021112730580e-02,-2.178150265020942916e-03,1.025045162406706175e-03
9.244610149665683603e-04,1.775808689789872691e-02,-2.167873292050633959e-03,1.030325240502520147e-03
1.100954429316370557e-03,1.754078882639658124e-02,-2.157544241874105768e-03,1.035460819326077886e-03
1.275280654824715231e-03,1.732464974251221590e-02,-2.147164553020022154e-03,1.040453191063369764e-03
1.447451299527090837e-03,1.710967325543422818e-02,-2.136735651114060955e-03,1.045303644115637811e-03
1.617478006872869562e-03,1.689586283897075158e-02,-2.126258948917055403e-03,1.050013463041050629e-03
1.785372454378094309e-03,1.668322183286697485e-02,-2.115735846363710985e-03,1.054583928497370782e-03
1.951146352291416699e-03,1.647175344411783496e-02,-2.105167730601893456e-03,1.059016317185608588e-03
2.114811442273137679e-03,1.626146074827586330e-02,-2.094555976032472840e-03,1.063311901794656037e-03
2.276379496087302997e-03,1.605234669075412610e-02,-2.083901944349718198e-03,1.067471950946890201e-03
2.435862314306801515e-03,1.584441408812419655e-02,-2.073206984582230163e-03,1.071497729144744613e-03
2.593271725031419742e-03,1.563766562940913096e-02,-2.062472433134403867e-03,1.075390496718236057e-03
2.748619582618801183e-03,1.543210387737141420e-02,-2.051699613828411421e-03,1.079151509773443275e-03
2.901917766428258917e-03,1.522773126979579811e-02,-2.040889837946695262e-03,1.082782020141930240e-03
3.053178179577389992e-03,1.502455012076702075e-02,-2.030044404274961543e-03,1.086283275331104874e-03
3.202412747711443509e-03,1.482256262194235272e-02,-2.019164599145666615e-03,1.089656518475507797e-03
3.349633417785386879e-03,1.462177084381892714e-02,-2.008251696481985326e-03,1.092902988289024165e-03
3.494852156858619090e-03,1.442217673699581690e-02,-1.997306957842252470e-03,1.096023919018011654e-03
3.638080950902278059e-03,1.422378213343082620e-02,-1.986331632464869140e-03,1.099020540395336367e-03
3.779331803619090033e-03,1.402658874769194264e-02,-1.975326957313663142e-03,1.101894077595310349e-03
3.918616735275706406e-03,1.383059817820342895e-02,-1.964294157123696108e-03,1.104645751189524882e-03
4.055947781547475026e-03,1.363581190848651460e-02,-1.953234444447508617e-03,1.107276777103570649e-03
4.191336992375589189e-03,1.344223130839463515e-02,-1.942149019701791849e-03,1.109788366574638923e-03
4.324796430836564017e-03,1.324985763534321237e-02,-1.931039071214480773e-03,1.112181726109996412e-03
4.456338172023982525e-03,1.305869203553391630e-02,-1.919905775272256728e-03,1.114458057446327671e-03
4.585974301942455887e-03,1.286873554517339868e-02,-1.908750296168453767e-03,1.116618557509936648e-03
4.713716916413744108e-03,1.267998909168644057e-02,-1.897573786251357045e-03,1.118664418377801704e-03
4.839578119994978125e-03,1.249245349492350207e-02,-1.886377385972887828e-03,1.120596827239476534e-03
4.963570024908934772e-03,1.230612946836264453e-02,-1.875162223937664515e-03,1.122416966359830693e-03
5.085704749986293474e-03,1.212101762030577679e-02,-1.863929416952432279e-03,1.124126013042621918e-03
5.205994419619836520e-03,1.193711845506921672e-02,-1.852680070075853102e-03,1.125725139594894401e-03
5.324451162730520909e-03,1.175443237416852818e-02,-1.841415276668647303e-03,1.127215513292195194e-03
5.441087111745370603e-03,1.157295967749761428e-02,-1.830136118444079200e-03,1.128598296344602691e-03
5.555914401587130208e-03,1.139270056450203059e-02,-1.818843665518778000e-03,1.129874645863560229e-03
5.668945168675627172e-03,1.121365513534650082e-02,-1.807538976463886988e-03,1.131045713829507450e-03
5.780191549940773103e-03,1.103582339207660745e-02,-1.796223098356532124e-03,1.132112647060302697e-03
5.889665681847159120e-03,1.085920523977463269e-02,-1.784897066831601800e-03,1.133076587180430802e-03
5.997379699430176701e-03,1.068380048770952405e-02,-1.773561906133832352e-03,1.133938670590987820e-03
6.103345735343609392e-03,1.050960885048096878e-02,-1.762218629170188029e-03,1.134700028440437276e-03
6.207575918918635527e-03,1.033662994915754765e-02,-1.750868237562530670e-03,1.135361786596130558e-03
6.310082375234184714e-03,1.016486331240894908e-02,-1.739511721700569974e-03,1.135925065616584734e-03
